ID,ProjectTitle,Agency,Office,Date,Keywords,Status,DocumentTitle,DocumentType,Path
EIS-0226,Decommissioning and/or Long-Term Stewardship at the West Valley Demonstration Project and Western New York Nuclear Service Center,DOE,EM,2010,Waste Management,Completed,EIS-0226-FEIS_Vol1_updated-2010_0.pdf,EIS,DOE_EIS_184/EIS-0226-FEIS_Vol1_updated-2010_0.pdf
EIS-0226,Decommissioning and/or Long-Term Stewardship at the West Valley Demonstration Project and Western New York Nuclear Service Center,DOE,EM,2010,Waste Management,Completed,EIS-0226-FEIS_Vol2-2010.pdf,EIS,DOE_EIS_184/EIS-0226-FEIS_Vol2-2010.pdf
EIS-0226,Decommissioning and/or Long-Term Stewardship at the West Valley Demonstration Project and Western New York Nuclear Service Center,DOE,EM,2010,Waste Management,Completed,EIS-0226-FEIS_Vo3-2010_1.pdf,EIS,DOE_EIS_184/EIS-0226-FEIS_Vo3-2010_1.pdf
EIS-0226,Decommissioning and/or Long-Term Stewardship at the West Valley Demonstration Project and Western New York Nuclear Service Center,DOE,EM,2010,Waste Management,Completed,EIS-0226: Notice of Changes to Public Hearings,EIS,DOE_EIS_184/EIS-0226-RDEIS-Changes-2009.pdf
EIS-0228,Dual Axis Radiographic Hydrodynamic Test (DARHT) Facility,DOE,NNSA,1995,Stockpile Stewardship,Completed,EIS-0228: Record of Decision,EIS,DOE_EIS_186/EIS-0228-ROD-1995.pdf
EIS-0229,Storage and Disposition of Weapons-Usable Fissile Materials,DOE,NNSA,1996,Uncategorized,Completed,EIS-0229: Supplement Analysis (September 2007),EIS,DOE_EIS_187/EIS-0229-SA-04-2007.pdf
EIS-0229,Storage and Disposition of Weapons-Usable Fissile Materials,DOE,NNSA,1996,Uncategorized,Completed,EIS-0229: Record of Decision (November 2003),EIS,DOE_EIS_187/EIS-0229-AmROD-2003.pdf
EIS-0229,Storage and Disposition of Weapons-Usable Fissile Materials,DOE,NNSA,1996,Uncategorized,Completed,EIS-0229-SA-03: Supplement Analysis,EIS,DOE_EIS_187/EIS-0229-SA3-2003.pdf
EIS-0229,Storage and Disposition of Weapons-Usable Fissile Materials,DOE,NNSA,1996,Uncategorized,Completed,EIS-0229: Amended Record of Decision (April 2002),EIS,DOE_EIS_187/EIS-0229-ROD-2002.pdf
EIS-0230,"Resource Contingency Program, Hermiston Power Project",DOE,BPA,1995,Uncategorized,Completed,EIS-0230: DOE Notice of Availability of the Record of Decision,EIS,DOE_EIS_188/EIS-0230-ROD-2002.pdf
EIS-0230,"Resource Contingency Program, Hermiston Power Project",DOE,BPA,1995,Uncategorized,Completed,EIS-0230: Record of Decision,EIS,DOE_EIS_188/EIS-0230-ROD-2001.pdf
EIS-0230,"Resource Contingency Program, Hermiston Power Project",DOE,BPA,1995,Uncategorized,Completed,EIS-0230: Final Environmental Statement ,EIS,DOE_EIS_188/EIS-0230-FEIS-1995.pdf
EIS-0231,Navajo Transmission Project,DOE,WAPA,1997,Electric Transmission,Completed,EIS-0231: Final Environmental Impact Statement,EIS,DOE_EIS_189/EIS-0231-FEIS.pdf
EIS-0231,Navajo Transmission Project,DOE,WAPA,1997,Electric Transmission,Completed,EIS-0231: Draft Environmental Impact Statement,EIS,DOE_EIS_189/EIS-0231-DEIS-1996.pdf
EIS-0232,Sierra Nevada 2004 Power Marketing Program EIS (Central Valley Project),DOE,WAPA,,Electric Transmission,Completed,EIS-0232-FEIS-Summary-1997.pdf,EIS,DOE_EIS_190/EIS-0232-FEIS-Summary-1999.pdf
EIS-0232,Sierra Nevada 2004 Power Marketing Program EIS (Central Valley Project),DOE,WAPA,,Electric Transmission,Completed,EIS-0232-FEIS-01-1997.pdf,EIS,DOE_EIS_190/EIS-0232-FEIS-01-1999.pdf
EIS-0232,Sierra Nevada 2004 Power Marketing Program EIS (Central Valley Project),DOE,WAPA,,Electric Transmission,Completed,EIS-0232-FEIS-02-1997.pdf,EIS,DOE_EIS_190/EIS-0232-FEIS-02-1999.pdf
EIS-0232,Sierra Nevada 2004 Power Marketing Program EIS (Central Valley Project),DOE,WAPA,,Electric Transmission,Completed,EIS-0232: Record of Decision,EIS,DOE_EIS_190/EIS-0232-ROD-1997.pdf
EIS-0236,Programmatic Environmental Impact Statement for Stockpile Stewardship and Management,DOE,NNSA,1996,Stockpile Stewardship,Completed,EIS-0348-SA-03: Supplement Analysis,EIS,DOE_EIS_191/EIS-0348-SA_03-2011.pdf
EIS-0236,Programmatic Environmental Impact Statement for Stockpile Stewardship and Management,DOE,NNSA,1996,Stockpile Stewardship,Completed,EIS-0348-SA-02: Supplement Analysis,EIS,DOE_EIS_191/EIS-0348-SA-02-2009.pdf
EIS-0236,Programmatic Environmental Impact Statement for Stockpile Stewardship and Management,DOE,NNSA,1996,Stockpile Stewardship,Completed,DOE/EIS-0236-S4: Record of Decision,EIS,DOE_EIS_191/EIS-0236-S4-ROD-02-2008.pdf
EIS-0236,Programmatic Environmental Impact Statement for Stockpile Stewardship and Management,DOE,NNSA,1996,Stockpile Stewardship,Completed,DOE/EIS-0236-S4: Record of Decision,EIS,DOE_EIS_191/EIS-0236-S4-ROD-01-2008.pdf
EIS-0236-S1,National Ignition Facility Final Supplemental Environmental Impact Statement to the Stockpile Stewardship and Management Programmatic Environmental Impact Statement,DOE,NNSA,2001,Stockpile Stewardship,Completed,EIS-0236-S1: Record of Decision,EIS,DOE_EIS_192/EIS-0236-S1-ROD-2001.pdf
EIS-0236-S1,National Ignition Facility Final Supplemental Environmental Impact Statement to the Stockpile Stewardship and Management Programmatic Environmental Impact Statement,DOE,NNSA,2001,Stockpile Stewardship,Completed,"DOE/EIS-0236, Supplemental Environmental Impact Statement to the Stockpile Stewardship and Management Programmatic Environmental Impact Statement Summary (January 2001)",EIS,DOE_EIS_192/EIS-0236-S1-FEIS-Summary-2001.pdf
EIS-0236-S1,National Ignition Facility Final Supplemental Environmental Impact Statement to the Stockpile Stewardship and Management Programmatic Environmental Impact Statement,DOE,NNSA,2001,Stockpile Stewardship,Completed,EIS-0236-S1-FEIS-01-2001.pdf,EIS,DOE_EIS_192/EIS-0236-S1-FEIS-01-2001.pdf
EIS-0236-S1,National Ignition Facility Final Supplemental Environmental Impact Statement to the Stockpile Stewardship and Management Programmatic Environmental Impact Statement,DOE,NNSA,2001,Stockpile Stewardship,Completed,EIS-0236-S1-FEIS-02-2001.pdf,EIS,DOE_EIS_192/EIS-0236-S1-FEIS-02-2001.pdf
EIS-0236-S1,National Ignition Facility Final Supplemental Environmental Impact Statement to the Stockpile Stewardship and Management Programmatic Environmental Impact Statement,DOE,NNSA,2001,Stockpile Stewardship,Completed,EIS-0236-S1: Notice of Availability for the Draft Supplemental Environmental Impact Statement for the National Ignition Facility Project ...,EIS,DOE_EIS_192/EIS-0236-S1-DEISNOA-1999.pdf
EIS-0236-S1,National Ignition Facility Final Supplemental Environmental Impact Statement to the Stockpile Stewardship and Management Programmatic Environmental Impact Statement,DOE,NNSA,2001,Stockpile Stewardship,Completed,EIS-0236-S1-DEIS-1999.pdf,EIS,DOE_EIS_192/EIS-0236-S1-DEIS-1999.pdf
EIS-0236-S1,National Ignition Facility Final Supplemental Environmental Impact Statement to the Stockpile Stewardship and Management Programmatic Environmental Impact Statement,DOE,NNSA,2001,Stockpile Stewardship,Completed,EIS-0236-S1-DEIS-Figures-1999.pdf,EIS,DOE_EIS_192/EIS-0236-S1-DEIS-Figures-1999.pdf
EIS-0236-S2,Supplemental Programmatic Environmental Impact Statement on Stockpile Stewardship and Management for a Modern Pit Facility,DOE,NNSA,,Stockpile Stewardship,Canceled,EIS-0236-S2: EPA Notice of Availability of the Draft Supplement to the Programmatic Environmental Impact Statement,EIS,DOE_EIS_193/EIS-0236-S2-EPA-NOA-2003.pdf
EIS-0236-S2,Supplemental Programmatic Environmental Impact Statement on Stockpile Stewardship and Management for a Modern Pit Facility,DOE,NNSA,,Stockpile Stewardship,Canceled,EIS-0236-S2: DOE Notice of Availability of the Draft Supplemental Programmatic Environmental Impact Statement,EIS,DOE_EIS_193/EIS-0236-S2-DOE-NOA-2003.pdf
EIS-0236-S2,Supplemental Programmatic Environmental Impact Statement on Stockpile Stewardship and Management for a Modern Pit Facility,DOE,NNSA,,Stockpile Stewardship,Canceled,EIS-0236-S2-DEIS-Summary-2003.pdf,EIS,DOE_EIS_193/EIS-0236-S2-DEIS-Summary-2003.pdf
EIS-0236-S2,Supplemental Programmatic Environmental Impact Statement on Stockpile Stewardship and Management for a Modern Pit Facility,DOE,NNSA,,Stockpile Stewardship,Canceled,EIS-0236-S2-DEIS-01-2003.pdf,EIS,DOE_EIS_193/EIS-0236-S2-DEIS-01-2003.pdf
EIS-0236-S2,Supplemental Programmatic Environmental Impact Statement on Stockpile Stewardship and Management for a Modern Pit Facility,DOE,NNSA,,Stockpile Stewardship,Canceled,EIS-0236-S2-DEIS-02-2003.pdf,EIS,DOE_EIS_193/EIS-0236-S2-DEIS-02-2003.pdf
EIS-0236-S4,Final Complex Transformation Supplemental Programmatic Environmental Impact Statement,DOE,NNSA,2008,Stockpile Stewardship,Completed,final-supplement-analysis-eis-0236-s4-sa-02-complex-transformation-12-2019.pdf,EIS,DOE_EIS_194/final-supplement-analysis-eis-0236-s4-sa-02-complex-transformation-12-2019.pdf
EIS-0236-S4,Final Complex Transformation Supplemental Programmatic Environmental Impact Statement,DOE,NNSA,2008,Stockpile Stewardship,Completed,noa-final-eis-0236-SA-2-complex-transformation-2020-01.pdf,EIS,DOE_EIS_194/noa-final-eis-0236-SA-2-complex-transformation-2020-01.pdf
EIS-0236-S4,Final Complex Transformation Supplemental Programmatic Environmental Impact Statement,DOE,NNSA,2008,Stockpile Stewardship,Completed,nnsa-noa-draft-sa-eis-0236-s4-sa-02-complex-transformation-06-28-2019.pdf,EIS,DOE_EIS_194/nnsa-noa-draft-sa-eis-0236-s4-sa-02-complex-transformation-06-28-2019.pdf
EIS-0236-S4,Final Complex Transformation Supplemental Programmatic Environmental Impact Statement,DOE,NNSA,2008,Stockpile Stewardship,Completed,draft-supplement-analysis-eis-0236-s4-sa-02-complex-transformation-06-2019.pdf,EIS,DOE_EIS_194/draft-supplement-analysis-eis-0236-s4-sa-02-complex-transformation-06-2019.pdf
EIS-0238,"Continued Operation of the Los Alamos National Laboratory, Los Alamos, New Mexico",DOE,NNSA,1999,DOE Site Operations,Completed,EIS-0238-S1: Notice of Intent to Prepare a Supplemental Environmental Impact Statement to the Final Site-Wide Environmental Impact Statement,EIS,DOE_EIS_195/EIS-0238-NOI-2005.pdf
EIS-0238,"Continued Operation of the Los Alamos National Laboratory, Los Alamos, New Mexico",DOE,NNSA,1999,DOE Site Operations,Completed,EIS-0238-SA-05: Supplement Analysis,EIS,DOE_EIS_195/EIS-0238-SA-05-2004.pdf
EIS-0238,"Continued Operation of the Los Alamos National Laboratory, Los Alamos, New Mexico",DOE,NNSA,1999,DOE Site Operations,Completed,EIS-0238-SA-03: Supplement Analysis,EIS,DOE_EIS_195/EIS-0238-SA-03-2004.pdf
EIS-0238,"Continued Operation of the Los Alamos National Laboratory, Los Alamos, New Mexico",DOE,NNSA,1999,DOE Site Operations,Completed,EIS-0238-SA-04: Supplement Analysis,EIS,DOE_EIS_195/EIS-0238-SA-04-2004.pdf
EIS-0238-S1,"Supplemental Environmental Impact Statement to the Final Site-Wide Environmental Impact Statement for Continued Operation of the Los Alamos National Laboratory, New Mexico",DOE,NNSA,,DOE Site Operations,Canceled,EIS-0238-S1: Notice of Intent to Prepare a Supplemental Environmental Impact Statement to the Final Site-Wide Environmental Impact Statement,EIS,DOE_EIS_196/EIS-0238-NOI-2005.pdf
EIS-0240,Disposition of Surplus Highly Enriched Uranium,DOE,NNSA,1996,Uncategorized,Completed,EIS-0240-ROD-2011.pdf,EIS,DOE_EIS_197/EIS-0240-ROD-2011.pdf
EIS-0240,Disposition of Surplus Highly Enriched Uranium,DOE,NNSA,1996,Uncategorized,Completed,EIS-0240-DOE_EIS_NOA-2011_0.pdf,EIS,DOE_197/EIS-0240-DOE_NOA-2011_0.pdf
EIS-0240,Disposition of Surplus Highly Enriched Uranium,DOE,NNSA,1996,Uncategorized,Completed,EIS-0240-SA-01: Supplement Analysis,EIS,DOE_EIS_197/EIS-0240-SA-01-2007.pdf
EIS-0240,Disposition of Surplus Highly Enriched Uranium,DOE,NNSA,1996,Uncategorized,Completed,EIS-0240: Record of Decision ,EIS,DOE_EIS_197/EIS-0240-ROD-1996.pdf
EIS-0240,Disposition of Surplus Highly Enriched Uranium,DOE,NNSA,1996,Uncategorized,Completed,EIS-0240-FEIS-01-1996_0.pdf,EIS,DOE_EIS_197/EIS-0240-FEIS-01-1996_0.pdf
EIS-0240,Disposition of Surplus Highly Enriched Uranium,DOE,NNSA,1996,Uncategorized,Completed,EIS-0240-FEIS-02-1996_0.pdf,EIS,DOE_EIS_197/EIS-0240-FEIS-02-1996_0.pdf
EIS-0241,Hood River Fisheries Program,DOE,BPA,1996,Ecosystem Management,Completed,EIS-0241-SA-02: Supplement Analysis for the Hood River Fisheries Project,EIS,DOE_EIS_198/EIS-0241-SA-02-2008.pdf
EIS-0241,Hood River Fisheries Program,DOE,BPA,1996,Ecosystem Management,Completed,"EIS-0241-SA-01: Supplement Analysis for the Hood River Fisheries Project, Hood River County, Oregon",EIS,DOE_EIS_198/EIS-0241-SA-01-1996_0.pdf
EIS-0241,Hood River Fisheries Program,DOE,BPA,1996,Ecosystem Management,Completed,EIS-0241: Record of Decision,EIS,DOE_EIS_198/EIS-0241-ROD-1996.pdf
EIS-0241,Hood River Fisheries Program,DOE,BPA,1996,Ecosystem Management,Completed,EIS-0241: Final Environmental Impact Statement,EIS,DOE_EIS_198/EIS-0241-FEIS.pdf
EIS-0243,Nevada Test Site and Off-Site Locations in the State of Nevada,DOE,NNSA,1996,DOE Site Operations,Completed,EIS-0243-SA-02: Supplement Analysis,EIS,DOE_EIS_199/EIS-0243-SA-02-2003.pdf
EIS-0243,Nevada Test Site and Off-Site Locations in the State of Nevada,DOE,NNSA,1996,DOE Site Operations,Completed,EIS-0243-SA-01: Supplement Analysis,EIS,DOE_EIS_199/EIS-0243-SA-01_2002.pdf
EIS-0243,Nevada Test Site and Off-Site Locations in the State of Nevada,DOE,NNSA,1996,DOE Site Operations,Completed,EIS-0243: Record of Decision ,EIS,DOE_EIS_199/EIS-0243-ROD-2000.pdf
EIS-0243,Nevada Test Site and Off-Site Locations in the State of Nevada,DOE,NNSA,1996,DOE Site Operations,Completed,EIS-0243: Record of Decision (December 1996),EIS,DOE_EIS_199/EIS-0243-ROD-1996.pdf
EIS-0244,"Plutonium Finishing Plant Stabilization, Hanford Site, Richland, WA",DOE,EM,1996,Waste Management,Completed,EIS-0244: Final Environmental Impact Statement,EIS,DOE_EIS_200/EIS-0244-FEIS-1996.pdf
EIS-0245,"Management of Spent Fuel from the K Basins at the Hanford Site - Supplement Analysis, Richland, Washington",DOE,EM,1996,Spent Nuclear Fuel,Completed,EIS-0245-SA-03: Supplement Analysis,EIS,DOE_EIS_201/EIS-0245-SA3-2011.pdf
EIS-0245,"Management of Spent Fuel from the K Basins at the Hanford Site - Supplement Analysis, Richland, Washington",DOE,EM,1996,Spent Nuclear Fuel,Completed,EIS-0245-SA-02: Supplement Analysis,EIS,DOE_EIS_201/EIS-0245-SA2-2001.pdf
EIS-0245,"Management of Spent Fuel from the K Basins at the Hanford Site - Supplement Analysis, Richland, Washington",DOE,EM,1996,Spent Nuclear Fuel,Completed,EIS-0245-SA-01: Supplement Analysis,EIS,DOE_EIS_201/EIS-0245-SA1-1998.pdf
EIS-0245,"Management of Spent Fuel from the K Basins at the Hanford Site - Supplement Analysis, Richland, Washington",DOE,EM,1996,Spent Nuclear Fuel,Completed,EIS-0245: Record of Decision,EIS,DOE_EIS_201/EIS-0245-ROD-1996.pdf
EIS-0246,"Wildlife Mitigation Program, Idaho, Montana, Nevada, Washington, Oregon",DOE,BPA,1997,Ecosystem Management,Completed,EIS-0246: Final Environmental Impact Statement,EIS,DOE_EIS_202/eis-0246-final-wildlife-mitigation-program-1997-03.pdf
EIS-0246,"Wildlife Mitigation Program, Idaho, Montana, Nevada, Washington, Oregon",DOE,BPA,1997,Ecosystem Management,Completed,EIS-0246-SA-39: Supplement Analysis,EIS,DOE_EIS_202/EIS-0246-SA-39-2004.pdf
EIS-0246,"Wildlife Mitigation Program, Idaho, Montana, Nevada, Washington, Oregon",DOE,BPA,1997,Ecosystem Management,Completed,EIS-0246-SA-37: Supplement Analysis,EIS,DOE_EIS_202/EIS-0246-SA-37-2004.pdf
EIS-0246,"Wildlife Mitigation Program, Idaho, Montana, Nevada, Washington, Oregon",DOE,BPA,1997,Ecosystem Management,Completed,EIS-0246-SA-38: Supplement Analysis,EIS,DOE_EIS_202/EIS-0246-SA-38-2004.pdf
EIS-0247,Construction and Operation of the Spallation Neutron Source,DOE,SC,1999,DOE Site Operations,Completed,EIS-0247-SA-01: Supplement Analysis,EIS,DOE_EIS_203/EIS-0247-SA-01-2000.pdf
EIS-0247,Construction and Operation of the Spallation Neutron Source,DOE,SC,1999,DOE Site Operations,Completed,EIS-0247: Record of Decision,EIS,DOE_EIS_203/EIS-0247-ROD-1999.pdf
EIS-0247,Construction and Operation of the Spallation Neutron Source,DOE,SC,1999,DOE Site Operations,Completed,"DOE/EIS-0247, Construction and Operation of the Spallation Neutron Source Final Environmental Impact Statement (April 1999)",EIS,DOE_EIS_203/EIS-0247-FEIS-Summary-1999.pdf
EIS-0247,Construction and Operation of the Spallation Neutron Source,DOE,SC,1999,DOE Site Operations,Completed,EIS-0247-FEIS-01-1999.pdf,EIS,DOE_EIS_203/EIS-0247-FEIS-01-1999.pdf
EIS-0247,Construction and Operation of the Spallation Neutron Source,DOE,SC,1999,DOE Site Operations,Completed,EIS-0247-FEIS-02-1999.pdf,EIS,DOE_EIS_203/EIS-0247-FEIS-02-1999.pdf
EIS-0247,Construction and Operation of the Spallation Neutron Source,DOE,SC,1999,DOE Site Operations,Completed,EIS-0247: Draft Environmental Impact Statement,EIS,DOE_EIS_203/EIS-0247-DEIS-1998.pdf
EIS-0249,Medical Isotopes Production Project,DOE,NE,1996,Uncategorized,Completed,EIS-0249: Record of Decision (September 1996),EIS,DOE_EIS_204/EIS-0249-ROD-1996.pdf
EIS-0249,Medical Isotopes Production Project,DOE,NE,1996,Uncategorized,Completed,EIS-0249-Vol1.pdf,EIS,DOE_EIS_204/EIS-0249-Vol1.pdf
EIS-0249,Medical Isotopes Production Project,DOE,NE,1996,Uncategorized,Completed,EIS-0249-Vol2.pdf,EIS,DOE_EIS_204/EIS-0249-Vol2.pdf
EIS-0249,Medical Isotopes Production Project,DOE,NE,1996,Uncategorized,Completed,EIS-0249: Notice of Intent,EIS,DOE_EIS_204/EIS-0249_NOI.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S3: Notice of Intent to Prepare a Supplement to the Environmental Impact Statement,EIS,DOE_EIS_205/EIS-0250F-S3-NOI-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S2 and EIS-0369: Record of Decision and Floodplain Statement of Findings,EIS,DOE_EIS_205/EIS-0369-ROD-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-Summary-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S2-EIS-0369-FEIS-Summary-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-01-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S2-EIS-0369-FEIS-01-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-02-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S2-EIS-0369-FEIS-02-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-03-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S2-EIS-0369-FEIS-03-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-04-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S2-EIS-0369-FEIS-04-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-05-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S2-EIS-0369-FEIS-05-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-06-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S2-EIS-0369-FEIS-06-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S1-FEIS-Summary-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S1-FEIS-Summary-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S1-FEIS-01-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S1-FEIS-01-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S1-FEIS-02-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S1-FEIS-02-2008.pdf
EIS-0250,"Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2002,Spent Nuclear Fuel,Completed,EIS-0250-S1-FEIS-03-2008.pdf,EIS,DOE_EIS_205/EIS-0250-S1-FEIS-03-2008.pdf
EIS-0250-S1,"Final Supplemental Environmental Impact Statement for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0203-SA-07: Final Supplement Analysis,EIS,DOE_EIS_206/Commercial%20Fuel%20Shipment%20SA%20Dec%2028%202015%20FINAL%20-%20signed.pdf
EIS-0250-S1,"Final Supplemental Environmental Impact Statement for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0203-SA-07: Draft Supplement Analysis ,EIS,DOE_EIS_206/draft-sa-eis-0203-sa-07-2015-06.pdf
EIS-0250-S1,"Final Supplemental Environmental Impact Statement for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2008,Spent Nuclear Fuel,Completed,"EIS-0250-S1, EIS-0250-S2, EIS-0369: EPA Notice of Availability of Environmental Impact Statements",EIS,DOE_EIS_206/EPA_NOA_July_2008.pdf
EIS-0250-S1,"Final Supplemental Environmental Impact Statement for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S1-FEIS-Summary-2008.pdf,EIS,DOE_EIS_206/EIS-0250-S1-FEIS-Summary-2008.pdf
EIS-0250-S1,"Final Supplemental Environmental Impact Statement for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S1-FEIS-01-2008.pdf,EIS,DOE_EIS_206/EIS-0250-S1-FEIS-01-2008.pdf
EIS-0250-S1,"Final Supplemental Environmental Impact Statement for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S1-FEIS-02-2008.pdf,EIS,DOE_EIS_206/EIS-0250-S1-FEIS-02-2008.pdf
EIS-0250-S1,"Final Supplemental Environmental Impact Statement for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada",DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S1-FEIS-03-2008.pdf,EIS,DOE_EIS_206/EIS-0250-S1-FEIS-03-2008.pdf
EIS-0250-S2,"Supplemental EIS for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada - Nevada Rail Transportation Corridor",DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2 and EIS-0369: Record of Decision and Floodplain Statement of Findings,EIS,DOE_EIS_207/EIS-0369-ROD-2008.pdf
EIS-0250-S2,"Supplemental EIS for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada - Nevada Rail Transportation Corridor",DOE,NE,2008,Spent Nuclear Fuel,Completed,"EIS-0250-S1, EIS-0250-S2, EIS-0369: EPA Notice of Availability of Environmental Impact Statements",EIS,DOE_EIS_207/EPA_NOA_July_2008.pdf
EIS-0250-S2,"Supplemental EIS for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada - Nevada Rail Transportation Corridor",DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-Summary-2008.pdf,EIS,DOE_EIS_207/EIS-0250-S2-EIS-0369-FEIS-Summary-2008.pdf
EIS-0250-S2,"Supplemental EIS for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada - Nevada Rail Transportation Corridor",DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-01-2008.pdf,EIS,DOE_EIS_207/EIS-0250-S2-EIS-0369-FEIS-01-2008.pdf
EIS-0250-S2,"Supplemental EIS for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada - Nevada Rail Transportation Corridor",DOE,NE,2008,Spent Nuclear Fuel,Completed,EIS-0250-S2-EIS-0369-FEIS-02-2008.pdf,EIS,DOE_EIS_207/EIS-0250-S2-EIS-0369-FEIS-02-2008.pdf
